probe	subject1	subject2	subject3	subject4	subject5	subject6	subject7	subject8	subject9	subject10	subject11	subject12	subject13	subject14	subject15	subject16	subject17	subject18	subject19	subject20	subject21	subject22	subject23	subject24	subject25	subject26	subject27	subject28	subject29	subject30	subject31	subject32	subject33	subject34	subject35	subject36	subject37	subject38	subject39	subject40	subject41	subject42	subject43	subject44	subject45	subject46	subject47	subject48	subject49	subject50	subject51	subject52	subject53	subject54	subject55	subject56	subject57	subject58	subject59	subject60	subject61	subject62	subject63	subject64	subject65	subject66	subject67	subject68	subject69	subject70	subject71	subject72	subject73	subject74	subject75	subject76	subject77	subject78	subject79	subject80	subject81	subject82	subject83	subject84	subject85	subject86	subject87	subject88	subject89	subject90	subject91	subject92	subject93	subject94	subject95	subject96	subject97	subject98	subject99	subject100
ACC1	-0.52842068588594	-0.804376898384908	0.596000843988128	2.30676897404921	-0.948944791805808	-0.523797968129525	1.29928843950289	1.9248957580264	1.8940984062105	0.543715832645228	1.97728726494404	1.9352154240921	0.535262945690968	-0.800722450938843	2.60390508750204	0.429235575964063	2.76791282262375	1.99793622504427	0.27873867095523	2.6652722036105	-0.364627075560388	-0.158604460679143	-0.755958835123525	3.31781443157751	2.88746399575833	1.57273715215996	1.87043375662808	0.703360479857508	-0.396643651664179	2.49304503439569	-0.308423135922911	2.22286072807186	2.22052365916902	-0.834966959979169	2.51257238166538	-1.35944647047181	-0.726637491428367	0.0428266048151211	-0.732284042116898	1.95310883134982	2.24220504687753	2.30877855647459	0.608988393153602	0.606538589370966	2.11942936507703	-1.00705745244047	1.14678764076627	2.24614391197523	2.65174706280479	1.98936542752314	1.56207389452594	2.67681039775356	2.5580479041012	0.435860617476083	0.00105288112073393	-0.148049332760429	-0.189272300169814	-0.936286507795792	2.40841875903561	-1.23859582988325	-0.361091810692277	3.06263797470539	1.97981734142888	2.00475023387513	0.22666720394746	-0.791317407537905	-0.542745684387081	2.20857143195288	2.63180951676697	0.0586453493861421	-0.0559065665266881	-0.11518181060283	2.16463668260411	2.3081905654957	0.599420413319485	1.86330155421534	2.78628000017203	2.37261547096417	2.31328200424386	-0.129505766703236	1.55458783513001	1.21625916853532	1.85274292917027	-1.00597938243078	0.113425993557245	-0.310618120805239	2.46824512055439	2.71902550229951	-0.536834832589308	2.95733099554903	1.99582334391301	2.35192152996897	-1.13968425075645	2.26340527437827	1.81323506858598	-0.981248425273034	0.536662938591939	2.62879913624067	-0.0590919055678997	1.73121642196898
ACC_pS79	-0.826948603593426	-0.858629619020648	0.175651604073058	2.38791137132122	-0.640623421380567	-0.403369191797993	1.61322166734138	2.06959150110074	2.07547471369709	0.44531169411692	1.91294480448429	2.27482555409112	0.224675810680953	-0.622241368984753	2.40913422739539	0.0918963469427114	2.54312460718854	1.95676843150179	0.135248707074172	2.92496784629565	-0.368320985072768	0.0671526869445431	-1.01355484967461	2.91895491704205	2.63764254300248	1.57664999255835	2.02971746499104	0.680774625344903	-0.261330272899142	2.1103584156627	0.180976574656254	2.32834793513007	2.29497323856949	-0.612676889782197	2.13569753062183	-1.21234072236539	-0.571505913657687	0.0845181676135023	-0.434895462740071	1.69533024064639	2.16543914145852	2.29234505693694	1.08607430230159	0.468982796000822	2.0594110778738	-0.99495998778347	1.48789161386977	2.41294805987961	2.5417374432711	2.52456051292235	1.63353326181645	2.72722273559903	2.33249732469522	0.257297822864361	0.0584842738656902	0.0628087242155271	-0.100988810323195	-0.412634117356813	2.233008864893	-1.11629520422232	-0.522783613438561	3.10999653247584	2.20385422030008	2.05657951452422	0.0807529987879391	-0.947163464776001	-0.321420799800186	2.37428787029779	2.7752655742039	-0.502507883166791	-0.376781316120453	0.0699508385142542	2.21740373151036	1.87827309965848	0.536343057117342	1.97956043026135	2.70454237286343	2.10419620735529	2.47005837749879	-0.299442601213709	2.11164238165362	1.61272133860047	1.96486942234096	-0.81929762759119	-0.0319143177838851	-0.348042734159124	2.2863559507481	2.76362131599923	-0.527543485985255	2.80719153058106	2.22840335453135	2.17138054257067	-0.739202346379316	2.13482693559754	2.04024753186594	-0.742082651965608	0.060381725949088	2.71157097326761	-0.020731602728552	1.67043497281148
ACVRL1	2.46538007205094	2.67961772814481	2.78236800249961	2.15299282000893	2.24205493747455	2.65026239415867	2.49631416183735	2.44436333359118	2.9894420702991	0.117038755208205	2.48857840407483	2.6060662433296	2.80705737007947	2.63983676606223	2.72906824574078	2.51109649034604	2.77116191403158	2.96567347894097	2.35228099390696	1.84733481694313	2.83975997998857	2.50724472602936	2.48761618220324	2.31364402528233	2.35469680600403	2.30408350338249	2.60353613433289	2.50577655073155	2.68222730752245	2.49147868637602	2.40946687621772	2.27610568908423	2.58693414257112	2.37716002853388	2.6628588114472	2.29353093124834	2.48806005677829	0.327152194052172	2.52823517425901	2.82074935093996	2.65089376666519	2.86640555223149	2.98877290038749	2.65115706597676	2.43300785879835	2.893623184598	3.48925549641999	2.80161976120472	2.70599743629259	2.99826176131202	2.85089061073921	2.73742727272211	2.98754906940125	2.21419394178353	2.40723398667858	2.65024479157566	2.45789572346226	2.02947099286897	2.77681233405952	2.72631020991178	2.22107547339382	2.71196785563777	2.60068815805118	2.73457584879503	-0.197310561040561	2.58503604191646	2.42206711082312	2.94639691171348	2.81494741710104	2.99965220012267	-0.161983069623541	-0.0172636501246555	2.4146227590691	2.93158599263497	2.52330753343154	2.53093110140508	2.95468173251671	2.33760899409322	2.27337218993569	3.02210068575797	2.30229471319428	2.55187302181107	2.46050426793972	2.40032466586089	2.26714518977118	0.162799714369237	2.20482170110014	2.41303432257822	0.271237000806327	2.17802797024243	3.25116017491335	2.20853138133334	2.01437421109151	2.42097524772175	2.74571439621947	2.52797375217403	0.458926652049163	2.14207487690371	3.01600326090506	2.63337277888468
Akt_pS473	0.118108277706228	1.16389665113145	-1.55006161466078	0.175378912630367	0.829982972085076	0.172073804354994	1.37047295636725	0.753742613093189	-0.127010075249237	-0.129108945984894	-0.41810258943893	-0.432928538849166	-0.406008696848021	0.478072324185592	-0.330084163753856	-0.374435737804965	-0.35856803432647	1.03958742131592	2.10439478901184	-0.549048213085255	1.74217830332896	3.42727129273493	-0.551687788761011	0.299882412407207	-0.756787256916248	0.201885724480833	0.147031895174369	-0.158441369136073	-0.519105780053061	-1.13973201595574	0.0867349292764736	0.416328899487649	0.212099242956688	0.849668901034828	-0.24988525598569	2.33878649212654	0.107941729299715	-0.55598114390708	0.839300671411598	-0.412525540861612	-0.503521324177941	-0.730823761836492	-0.665877287423013	2.89442395308267	1.41067016829138	-0.807625923202177	-0.75065009325176	-0.658236097166702	-0.646718214394185	-0.195889709271502	-1.12353487998485	0.0208365427740221	-0.882903650870406	2.47921955740111	2.05135957299833	0.197496939756319	2.57252324646177	0.379388932844499	0.0206794279221977	0.876930818922573	1.90241844538963	-1.12423255226074	-1.69184764794065	0.97832171589573	-0.909728174423095	-0.399462852040984	3.1905603675257	0.766188592062166	0.12072442171318	2.17919827414284	-0.813418600067727	1.11269497071771	0.644209163105213	0.209640822389716	-0.684770400502051	-0.0184170714292135	0.42703277256031	-0.894190719642823	-0.910245856263738	0.230051957546796	-0.0254982536608634	0.491546621005342	0.708912958965252	2.90142378444117	0.366505840366409	-0.40476573275254	-0.36426175922963	-0.432505605553949	-1.1398612012803	-0.965398410676307	-0.179819193987293	-0.626974931452703	1.27845851578273	-0.691322193730257	0.3797566042431	2.46068637318976	-0.383215884889173	0.352147991760577	1.54990394544508	0.366490803058434
PRAS40_pT246	2.68267258175929	2.78956771819138	2.13632954791835	-0.24386207030431	2.73208965227701	1.96929475395733	0.15821021232957	2.57881499227957	2.40787850524534	2.26557284888751	-0.214863762769651	-0.126225661924712	2.35551008411504	2.33679843441557	2.2790489213752	2.48455573468264	0.0372653610211817	2.73212348668893	2.08041939971079	-0.113098413271689	2.49532712484753	2.74821907810252	2.29008565380776	2.35923364225096	-0.0667107281167465	2.23963962576067	0.0446658664670507	2.15021405983481	2.32422113855546	1.98074429656944	2.66907686250355	2.2531044400551	0.185617619522976	2.38239844453987	2.49419718946239	2.75500501695227	2.26947667202478	2.5209935526558	2.35025233508117	2.08405186616218	0.0189407499493118	1.98758144100374	-0.280455206039838	2.3502079870362	-0.0823519518925704	1.89404346342814	2.56055205389462	2.3209515871341	-0.618010724082643	2.321381141085	2.4092291671829	-0.691944084092218	-0.640441005822119	2.43701326001765	2.37846497072339	2.46663015767859	2.68050776229291	3.23458942315963	2.1046216418619	2.55562492408913	2.57791106462364	-0.48012340844189	2.33912948768805	2.59267870847096	2.14234973291921	2.40968885250573	3.08302010428075	-0.0667968951628271	2.80687949231845	2.39986712630832	1.99185199721364	2.33824247570544	2.68748207920185	2.1928337670112	2.38892110469171	2.55500936668286	2.11595887359534	2.18327384752705	2.72935493533397	2.07791866921536	2.89078896003996	-0.0445589760912017	2.87145742121176	2.51417158292887	2.75338899339059	2.30714735113606	2.90939379063653	2.10237678835155	2.09165453129763	2.00164342263363	2.20589775292511	2.30950105073067	2.93718521720695	2.17632576408732	2.35010993864794	2.39074228917625	2.3782989433219	0.19731659710684	1.97104911495906	2.8559600546308
Annexin.1	-0.473917981887883	0.326823188176519	-0.72936269202213	0.20609018906095	-0.218177009144131	1.33994552716808	-0.856095047343173	0.551579124622145	1.70560529930974	0.428133135672169	1.10180382313109	-0.397583018936635	2.18604849331522	1.70214964965145	0.184141058275164	-1.07553993064571	-0.0757722813421376	0.0375163798901108	0.836766588583235	0.319782685427076	-0.00943213129849407	-0.125924370332303	0.719144781872493	0.279733411487512	0.825719104685234	0.797314486483885	0.677779056663751	-0.685234920478017	0.852845241622064	0.193266236701362	0.751817631855407	-0.830460482285776	0.487659067888795	0.0844208755387946	-0.567613963548633	-0.129195158631843	1.09202482913584	-0.0935409348343867	0.291290296727191	-0.0502095482736262	-0.176784309282228	0.620591386641822	0.644098656117223	-0.689656198516823	0.00874423914033567	1.28971393672304	-0.212656292252142	-0.185780175452468	-0.400925811720504	-0.00273432119853578	0.549211063075011	0.630424519134248	1.3773425212378	-0.121884110462084	1.50367386900816	0.00417468998049508	-0.250769556997707	1.13007532141133	1.40081936381411	0.808261985110511	-0.101604278703922	0.106846306109421	0.048403516906529	1.38855057465423	0.87028382711024	0.807923296619241	0.599357807716845	0.16631741738747	0.777157013750567	0.434018431411696	1.29104851994788	-0.654457196329233	2.14825627273938	-0.542090336372742	-1.156961452919	0.823807790166622	-0.162252538778462	1.14070619024072	-0.689760993668585	0.340167562774635	0.566716378920081	0.606478292937096	0.402963046061119	1.23758262107384	0.977046847145553	0.246457239107844	-1.00322715168792	-0.482171779678897	-0.978065664353249	-0.314506986092156	0.551369344315754	1.02628863839958	-0.746713285916677	-1.27006892166733	0.372493032825016	2.11646994353122	0.756383861774223	-0.931261289556994	1.65403630956835	1.09660889548879
AR	2.69294666044317	3.7030542408403	3.98761601065338	3.85196755392169	2.37611015919677	2.3475188709568	3.24803854374571	3.50059214243157	4.18538640143011	3.38449260192932	2.64068088143132	3.47387240663239	3.07970354022937	3.39151122768939	2.81776073898775	4.32701811996885	2.96431951194008	2.62492806253734	1.53116445716287	3.08298137747073	2.47114825407073	1.76971034179194	3.14212625047253	2.8441583809361	3.80101407768561	2.59302684577566	4.00602765626029	2.26623846332895	4.25527666380385	3.45720291633384	4.30566198662922	3.01817499036453	3.24804179047666	3.83546919378753	3.55872217269653	2.45521572805629	3.69112345565281	3.63232073258761	2.85605047796598	2.4848295200694	4.39028014091604	4.07200816322918	4.31528199293303	1.9572193336768	4.34806878011049	3.38767629433611	4.41656593991757	2.92291205942502	3.83394926586073	3.9449888377322	4.06541839793034	3.56234467668622	2.96882283999733	1.5377361524585	1.21690166922037	3.34060022882725	0.928691437225905	3.52237850231934	3.66517626382048	3.94080661501632	1.73113302587441	4.44575776024065	5.11570140717305	3.11494201388008	2.69595616274149	4.12088411381102	1.70077730994321	4.29646950845061	3.60607182114845	3.14109487398855	2.43613450109059	3.3360793786996	2.41252633362775	3.50576294440037	5.3420967314959	3.27280680836058	3.55138564759768	3.14817592841658	3.71444764250317	3.47485479776472	3.58923104198868	3.84950812242787	3.45658538299422	2.05875665029274	4.42994287120106	3.61154299306079	2.31087568128345	3.91132132716322	2.84379757232979	3.89387641982799	3.19158365068292	4.14950462791174	3.46335520796222	4.72961621251878	4.56843536474491	0.837408695505779	4.22901098989213	4.50838635281893	1.46749706460712	3.41849972752997
A.Raf_pS299	0.392129766952783	-0.207030368808436	-0.06573951487632	-0.347185011525875	-0.510938189073359	-0.369580286812592	-0.0513890212211038	-0.1359661008475	0.149678077930964	1.99374742540839	-0.136576201568823	-0.748384641127004	0.0742868574090874	-0.342405441354557	-0.556128762861343	-0.194449735034452	0.248997260245443	0.0925613460481846	0.131610254128206	-0.579814422407217	0.0276147843165444	-0.436685554650407	-0.44615055703899	-0.650640771463105	0.428434223740422	-0.172886985126187	-0.547642671709799	-0.767513326562731	-0.322364662207389	-0.158314087349721	-0.247282912977818	-0.980270320995164	-0.389612969492138	-0.390945688358781	-0.912015754587824	-0.0169498158055291	-0.48082897214836	2.66433120112605	-0.357638075160791	0.204831869157844	-0.132346787718395	-0.441682414157931	-0.883216797676391	-0.35140867284801	-0.225155144106727	-0.700600235791783	-0.142866457519794	-0.192197054578023	-0.542132658407739	-0.509904760429815	-0.141013166783677	-0.0529871742297768	-0.283620834731575	-0.170475374443696	0.401778051744825	-0.540727449984094	0.158434988235493	-0.333167813971438	-0.319872577072606	-0.570693455153738	0.232850283294149	-0.188246126246879	-0.641672113366356	0.129431913115813	2.22894765762947	-0.0788164939593039	-0.000917563597732485	-0.11167136302963	-0.138546243742919	-0.0745532921496474	1.93817391049656	2.03776717791336	0.326303233554983	0.233324140659335	-0.508922991991941	0.124650894716812	-0.318365718069722	-0.483679306496083	-0.389471354335423	-0.124535313859396	-0.0209431633174283	-0.752694306387392	-0.138062376916468	-0.31371657348348	0.00293163258099396	2.03567928122459	-0.0664687479757705	-0.368275713262488	2.46956685950708	-0.962597404603925	-0.445539190991719	-0.609508388654042	-0.410308845479432	0.132596636207001	-0.360512941769653	-0.0251549580279836	2.75790109065877	-0.193342200045403	-0.504267293722774	-0.062650418598392
ASNS	-1.45830360027241	-0.56736822213663	0.225819460676109	1.59524956020744	-1.03071143062684	-0.351631816085259	2.07187801476992	-0.743251592350124	-0.135303525674678	-0.657211574392173	2.02612506311173	1.28887059957045	-0.0661890073767868	-1.66256500891135	-0.0179465575918455	0.200200380626867	1.36718421126955	-0.49032378116382	0.331890428057917	1.24055036227244	0.747183732915662	-0.860202528327555	-0.624434605056755	-0.949671295117041	1.8014599085714	-1.22092786091061	1.8836290441069	-0.369341055263705	-0.431270895206777	-0.699554154103932	-0.0954223731343592	-0.914662465268737	1.92799159965627	-0.700561045609992	-0.219587574827927	-0.866723067069611	-0.768786113319344	-0.680764260358255	-2.19300829709559	-0.504484805950431	0.718191023659207	-0.35662039726884	0.540663001723226	0.845238088580337	1.91768647997674	-1.27339278371002	-1.8723708119485	-1.2148421537946	1.76636937911662	-1.03690709056106	-2.02624589727674	1.97432137172296	1.88021931179568	-0.378518146307978	-0.497495156097943	-1.03766733901945	-0.278603271707439	-0.917535833748436	-0.496897864079067	-0.879948386395703	-0.183385146577829	2.76190575582199	-0.55864407860038	-1.48721342051672	-1.05527331517031	-2.13458414919829	-0.940387255583858	1.7440080393845	-1.16023829311312	-0.566625162512685	-0.70205863915738	-0.703537378628355	-1.11861757878748	0.129629752505341	-0.743691031429968	-1.89542960315706	-0.768244342143147	-0.594192954140667	-0.543416561221128	-0.703137559488136	-0.472244455951267	0.924363399934075	-1.46434899031788	-1.08896425254451	-0.429790934600939	-1.17169625676307	-0.132721371965629	-0.71557112206429	-0.974530563295104	-1.33223728042241	-0.919226345959051	-0.549694863997832	-0.545259495836993	-0.410580294566989	-1.07593181789987	-1.10125899228575	-0.751034908540895	2.65172738904414	-0.116719029604568	-1.42795747132397
ATM	-0.518608340787971	-1.44735930277075	0.321196797829377	2.99818374596638	-0.125802428392396	-0.0152062141681125	3.01037750156632	1.24330788368541	2.06911703549255	1.77317416075035	2.56107657157578	1.80870001197535	-0.114594858667641	-1.20394221702933	2.71108350595141	0.133991409543713	2.1984404440882	1.38941393389911	0.0295764444043046	2.03702117790491	-0.328119150330544	-0.0821742982678064	-0.338395712502559	2.88990093278379	1.94540877696314	2.07670152569293	2.25948625573014	1.0841211856842	-0.750736363058935	2.82537429416461	0.426520405457132	2.98425888940639	2.05022331726294	-0.145383886087206	1.43768022277996	-0.848705888996622	0.744347690898219	2.92367573720574	-0.520392223509665	2.94661983957151	2.9878980883675	1.93369497166732	2.06232589240484	-0.382382389801334	2.33674565813646	-0.290971046831512	2.18886630517745	2.43940804801039	2.22740332624495	2.31620875284841	2.91094790972271	3.37693116070208	1.82021436192249	0.435356045692164	-0.179623318902567	0.165736632877679	-0.296157671994718	-0.512732343794272	1.91672150824893	-0.0077555184371659	-1.00418393848587	2.31615500524198	2.45843601944994	1.42913990720429	1.70465651491136	-1.32518321204029	-0.917161395504822	3.13299165723149	0.926100203871529	0.077697864463283	3.42413807709757	3.286470209017	2.70408248377572	2.0778464212274	0.378608171379091	1.88213982374632	1.57289950653335	3.32490566322783	2.13473692649934	0.200111293031166	2.47372900769061	0.996508370929345	1.84134704046016	0.580257644938372	-0.639064138925067	2.52049469656032	1.48939350104115	2.97651085520614	2.82349138305804	3.08762365518774	2.36391182650684	2.60011872967713	-0.738752767523864	2.94409571441622	2.24312445686161	-0.367316455458053	1.8633069883341	0.789640370603665	-0.117847504806728	2.2190911131655
